Brand Name,Spec Score,Rating,Price,Tag,Processor Name,Processor Type,Processor Speed,RAM,Internal Storage,Battery Capacity,Battery Feature,SIM Type,Extra Feature,Display Size,Display Resolution,Display Feature,Memory External,OS Version,Camera,Image Preview
realme p3 ultra (12gb ram + 256gb),82,4.15,26999,launched,dimensity 8350 ultra,octa core,3.35 ghz processor GHz,12 gb ram,256 gb inbuilt,6000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.83 inch,"1272 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iapbbrvfp-w280-h280/realme-p3-ultra-12gb.webp
samsung galaxy f06 5g (6gb ram + 128gb),74,4.0,10540,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.7 inch,720 x 1600 px,no punch hole,"memory card (hybrid), upto 1 tb",android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-isqydcv5h-w280-h280/samsung-galaxy-f06-5.webp
realme 14 pro plus (12gb ram + 256gb),85,4.65,31131,launched,snapdragon 7s gen3,octa core,2.5 ghz processor GHz,12 gb ram,256 gb inbuilt,6000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.83 inch,"1272 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ipwdp50ez-w280-h280/realme-14-pro-plus-1.webp
oppo a5 (2025),76,4.15,15499,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ivcexfwos-w280-h280/oppo-a5-2025.webp
xiaomi redmi note 14 pro plus (12gb ram + 512gb),85,4.05,33999,launched,snapdragon 7s gen3,octa core,2.5 ghz processor GHz,12 gb ram,512 gb inbuilt,6200mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1220 x 2712 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 50 mp + 8 mp triple rear & 20 mp front camera,https://cdn1.smartprix.com/rx-idhav9joa-w280-h280/xiaomi-redmi-note-14.webp
samsung galaxy a06 5g,73,4.15,9014,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,64 gb inbuilt,5800mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.7 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card supported, upto 1 tb",android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-isdvap1zk-w280-h280/samsung-galaxy-a06-5.webp
hmd crest max,81,4.0,12195,launched,unisoc t760,octa core,2.2 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card supported, upto 256 gb",android v14,64 mp + 5 mp + 2 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-i9vr3rlvu-w280-h280/hmd-crest-max.webp
vivo y200 5g,79,4.05,20499,launched,snapdragon 4 gen1,octa core,2 ghz processor GHz,8 gb ram,128 gb inbuilt,4800mAh 44W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v13,64 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ihn0gxp1m-w280-h280/vivo-y200-5g.webp
apple iphone 15 pro (512gb),87,4.15,139900,launched,bionic a17 pro,hexa core,3.78 ghz processor GHz,8 gb ram,512 gb inbuilt,3274mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.1 inch,"1179 x 2556 px, 120 Hz",no punch hole,memory card not supported,ios v17,48 mp + 12 mp + 12 mp triple rear & 12 mp front camera,https://cdn1.smartprix.com/rx-ir0auxu7p-w280-h280/apple-iphone-15-pro.webp
samsung galaxy s23 fe 5g,81,4.55,37590,launched,exynos 2200,octa core,2.8 ghz processor GHz,8 gb ram,128 gb inbuilt,4500mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc",6.4 inch,"1080 x 2340 px, 120 Hz",with punch hole,memory card not supported,android v13,50 mp + 12 mp + 8 mp triple rear & 10 mp front camera,https://cdn1.smartprix.com/rx-ijdjtwe2x-w280-h280/samsung-galaxy-s23-f.webp
samsung galaxy s20 fe 5g,86,4.35,27999,launched,snapdragon 865,octa core,2.84 ghz processor GHz,8 gb ram,128 gb inbuilt,4500mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.5 inch,"1080 x 2400 px, 120 Hz",with punch hole,memory card (hybrid),android v10,12 mp + 12 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-i2kgv4jim-w280-h280/samsung-galaxy-s20-f.webp
realme 14t 5g (8gb ram + 256gb),81,4.5,17650,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v15,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-im8olezqk-w280-h280/realme-14t-5g-8gb-ra.webp
realme p3 ultra (8gb ram + 256gb),81,4.7,25995,launched,dimensity 8350 ultra,octa core,3.35 ghz processor GHz,8 gb ram,256 gb inbuilt,6000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.83 inch,"1272 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ivlrulsea-w280-h280/realme-p3-ultra-8gb.webp
nothing phone 3a pro (8gb ram + 256gb),86,4.3,29100,launched,snapdragon 7s gen 3,octa core,2.5 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 50W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 8 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-izwqln3rj-w280-h280/nothing-phone-3a-pro.webp
samsung galaxy m16 5g (8gb ram + 128gb),79,4.25,14499,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.7 inch,"1080 x 2340 px, 90 Hz",with punch hole,"memory card (hybrid), upto 1.5 tb",android v14,50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,https://cdn1.smartprix.com/rx-izp7j8vct-w280-h280/samsung-galaxy-m16-5.webp
xiaomi redmi a4 5g (4gb ram + 128gb),71,4.35,8799,launched,snapdragon 4s gen2,octa core,2 ghz processor GHz,4 gb ram,128 gb inbuilt,5160mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.88 inch,"720 x 1640 px, 120 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,50 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-ix03eqcvo-w280-h280/xiaomi-redmi-a4-5g-4.webp
oppo a3x 5g,67,4.25,12499,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,5100mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,memory card (hybrid),android v14,8 mp rear & 5 mp front camera,https://cdn1.smartprix.com/rx-iuomkyum3-w280-h280/oppo-a3x-5g.webp
xiaomi redmi note 11t 5g,77,4.55,11499,launched,dimensity  810 5g,octa core,2.4 ghz processor GHz,6 gb ram,64 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.6 inch,"1080 x 2400 px, 90 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v11,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ih3yvcbwu-w280-h280/xiaomi-redmi-note-11.webp
vivo y19 5g (6gb ram + 128gb),72,4.55,12999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5500mAh 15W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"720 x 1600 px, 90 Hz",no punch hole,"memory card supported, upto 2 tb",android v15,13 mp + 0.08 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-ipcswdn7h-w280-h280/vivo-y19-5g-6gb-ram.webp
realme narzo 80x 5g (8gb ram + 128gb),78,4.05,13998,launched,dimensity 6400,octa core,2.5 ghz processor GHz,8 gb ram,128 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.72 inch,"1080 x 2400 px, 120 Hz",with punch hole,memory card (hybrid),android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-imn81o6eq-w280-h280/realme-narzo-80x-5g.webp
vivo v50e (8gb ram +256gb),82,4.15,30999,launched,dimensity 7300,octa core,2.5 ghz processor GHz,8 gb ram,256 gb inbuilt,5600mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 8 mp dual rear & 50 mp front camera,https://cdn1.smartprix.com/rx-imoxyffcq-w280-h280/vivo-v50e-8gb-ram-25.webp
samsung galaxy s25 ultra (12gb ram + 512gb),93,4.65,141999,launched,snapdragon 8 elite,octa core,4.32 ghz processor GHz,12 gb ram,512 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc",6.9 inch,"1440 x 3120 px, 120 Hz",with punch hole,memory card not supported,android v15,200 mp quad rear & 12 mp front camera,https://cdn1.smartprix.com/rx-i3jzefawx-w280-h280/samsung-galaxy-s25-u.webp
oneplus 13 (16gb ram+ 512gb),92,4.25,76997,launched,snapdragon 8 elite,octa core,4.32 ghz processor GHz,16 gb ram,512 gb inbuilt,6000mAh 100W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.82 inch,"1440 x 3168 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ih0mtdyms-w280-h280/oneplus-13-16gb-ram.webp
xiaomi redmi 14c 5g (6gb ram + 128gb),74,4.75,11498,launched,snapdragon 4 gen2,octa core,2.2 ghz processor GHz,6 gb ram,128 gb inbuilt,5160mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.88 inch,"720 x 1640 px, 120 Hz",no punch hole,"memory card supported, upto 1 tb",android v14,50 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ih2mclpic-w280-h280/xiaomi-redmi-14c-5g.webp
tecno pop 9 5g (8gb ram + 128gb),77,4.65,9699,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"720 x 1612 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v14,48 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iksvlyimk-w280-h280/tecno-pop-9-5g-8gb-r.webp
realme c75 5g,70,4.35,12245,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,128 gb inbuilt,6000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,memory card (hybrid),android v15,32 mp rear & 8 mp front camera,https://cdn1.smartprix.com/rx-i0rjbtk4m-w280-h280/realme-c75-5g.webp
vivo y19e,63,4.25,7999,launched,unisoc t7225,octa core,1.8 ghz processor GHz,4 gb ram,64 gb inbuilt,5500mAh 15W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.74 inch,720 x 1600 px,no punch hole,memory card supported,android v14,13 mp + 0.08 mp dual rear & 5 mp front camera,https://cdn1.smartprix.com/rx-ii0bkquuf-w280-h280/vivo-y19e.webp
apple iphone 16 (256gb),85,4.4,82490,launched,bionic a18,hexa core,4.04 ghz processor GHz,8 gb ram,256 gb inbuilt,3561mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.1 inch,1179 x 2556 px,no punch hole,memory card not supported,ios v18,48 mp + 12 mp dual rear & 12 mp front camera,https://cdn1.smartprix.com/rx-i5cn66mcd-w280-h280/apple-iphone-16-256g.webp
apple iphone 16 pro max (1tb),89,4.55,170900,launched,bionic a18 pro,hexa core,4.05 ghz processor GHz,8 gb ram,1 tb inbuilt,4685mAh,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.9 inch,"1320 x 2868 px, 120 Hz",no punch hole,memory card not supported,ios v18,48 mp + 48 mp + 12 mp triple rear & 12 mp front camera,https://cdn1.smartprix.com/rx-iai4vthxt-w280-h280/apple-iphone-16-pro.webp
tecno pova 6 neo 5g,74,4.3,11999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,6 gb ram,128 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"720 x 1600 px, 120 Hz",with punch hole,memory card supported,android v14,108 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ic0i2mnh0-w280-h280/tecno-pova-6-neo-5g.webp
vivo t3 pro (8gb ram + 256gb),81,4.0,22728,launched,snapdragon 7 gen3,octa core,2.63 ghz processor GHz,8 gb ram,256 gb inbuilt,5500mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-i4oxql75w-w280-h280/vivo-t3-pro-8gb-ram.webp
realme c63 5g (8gb ram + 128gb),76,4.15,10999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 10W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,32 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-i2o5zi8zs-w280-h280/realme-c63-5g-8gb-ra.webp
vivo v40 pro 5g (12gb ram + 512gb),88,4.7,46888,launched,dimensity 9200 plus,octa core,3.35 ghz processor GHz,12 gb ram,512 gb inbuilt,5500mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.78 inch,"1260 x 2800 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 50 mp + 50 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-it4lsju96-w280-h280/vivo-v40-pro-5g-12gb.webp
oppo reno 12 pro 5g (12gb ram + 512gb),87,4.75,30994,launched,dimensity 7300 energy,octa core,2.5 ghz processor GHz,12 gb ram,512 gb inbuilt,5000mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.7 inch,"1080 x 2412 px, 120 Hz",with punch hole,memory card (hybrid),android v14,50 mp + 50 mp + 8 mp triple rear & 50 mp front camera,https://cdn1.smartprix.com/rx-is0j6jqfa-w280-h280/oppo-reno-12-pro-5g.webp
cmf phone 1 (8gb ram + 128gb),80,4.75,14997,launched,dimensity 7300,octa core,2.5 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ijx8esr67-w280-h280/cmf-phone-1-8gb-ram.webp
samsung galaxy f56 5g,79,4.35,27999,launched,exynos 1480,octa core,2.7 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.74 inch,"1080 x 2340 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 8 mp + 2 mp triple rear & 12 mp front camera,https://cdn1.smartprix.com/rx-ilwcddojt-w280-h280/samsung-galaxy-f56-5.webp
realme gt 7 pro 5g,88,4.65,54998,launched,snapdragon 8 elite,octa core,4.32 ghz processor GHz,12 gb ram,256 gb inbuilt,5800mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1264 x 2780 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 8 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-i4jxpe0cl-w280-h280/realme-gt-7-pro-5g.webp
samsung galaxy a55 5g (12gb ram + 256gb),86,4.15,32999,launched,exynos 1480,octa core,2.7 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.6 inch,"1080 x 2340 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,50 mp + 12 mp + 5 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-inheakwj4-w280-h280/samsung-galaxy-a55-5.webp
realme 13 5g,79,4.65,13448,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.72 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ijik4moer-w280-h280/realme-13-5g.webp
xiaomi redmi note 13 pro plus (12gb ram + 512gb),85,4.55,28999,launched,dimensity 7200 ultra,octa core,2.8 ghz processor GHz,12 gb ram,512 gb inbuilt,5000mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1220 x 2712 px, 120 Hz",with punch hole,memory card not supported,android v13,200 mp + 8 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ikohzc9kr-w280-h280/xiaomi-redmi-note-13.webp
poco x6 neo,81,4.6,12499,launched,dimensity 6080,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, ir blaster",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v13,108 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-iu7jemd5t-w280-h280/poco-x6-neo.webp
infinix note 30 5g (8gb ram + 256gb),85,4.25,15999,launched,dimensity 6080,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.78 inch,"1080 x 2460 px, 120 Hz",with punch hole,"memory card supported, upto 2 tb",android v13,108 mp + 2 mp triple rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ihhibfhfp-w280-h280/infinix-note-30-5g-8.webp
oppo reno 11,86,4.7,24999,launched,dimensity 7050,octa core,2.6 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 67W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.7 inch,"1080 x 2412 px, 120 Hz",with punch hole,"memory card (hybrid), upto 2 tb",android v14,50 mp + 32 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ikqjgohmf-w280-h280/oppo-reno-11.webp
samsung galaxy s23 ultra (12gb ram + 512gb),92,4.45,81999,launched,snapdragon 8 gen 2,octa core,3.36 ghz processor GHz,12 gb ram,512 gb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc",6.8 inch,"1440 x 3088 px, 120 Hz",with punch hole,memory card not supported,android v13,200 mp quad rear & 12 mp front camera,https://cdn1.smartprix.com/rx-i25ipodni-w280-h280/samsung-galaxy-s23-u.webp
google pixel 7a,84,4.7,28999,launched,tensor g2,octa core,2.85 ghz processor GHz,8 gb ram,128 gb inbuilt,4385mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc",6.1 inch,"1080 x 2400 px, 90 Hz",with punch hole,memory card not supported,android v13,64 mp + 13 mp dual rear & 13 mp front camera,https://cdn1.smartprix.com/rx-ildpo801r-w280-h280/google-pixel-7a.webp
samsung galaxy a52,81,4.05,26499,launched,snapdragon  720g,octa core,2.3 ghz processor GHz,6 gb ram,128 gb inbuilt,4500mAh 25W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.5 inch,"1080 x 2400 px, 90 Hz",with punch hole,"memory card supported, upto 1 tb",android v11,64 mp quad rear & 32 mp front camera,https://cdn1.smartprix.com/rx-iwf4mdew7-w280-h280/samsung-galaxy-a52.webp
realme gt 7 (12gb ram + 256gb),89,4.7,42998,launched,dimensity 9400e,octa core,3.4 ghz processor GHz,12 gb ram,256 gb inbuilt,7000mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.78 inch,"1264 x 2780 px, 120 Hz",with punch hole,memory card not supported,android v15,50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-imeqo5lvj-w280-h280/realme-gt-7-12gb-ram.webp
samsung galaxy f06 5g (4gb ram + 64gb),70,4.05,7999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,4 gb ram,64 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.7 inch,720 x 1600 px,no punch hole,"memory card (hybrid), upto 1 tb",android v15,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-isqydcv5h-w280-h280/samsung-galaxy-f06-5.webp
lava bold 5g (8gb ram + 128gb),79,4.2,13999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,128 gb inbuilt,5000mAh 33W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi",6.67 inch,"1080 x 2400 px, 120 Hz",with punch hole,memory card (hybrid),android v14,64 mp + 2 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ipqds1ne0-w280-h280/lava-bold-5g-8gb-ram.webp
samsung galaxy s25 ultra (12gb ram + 1tb),94,4.35,165999,launched,snapdragon 8 elite,octa core,4.32 ghz processor GHz,12 gb ram,1 tb inbuilt,5000mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc",6.9 inch,"1440 x 3120 px, 120 Hz",with punch hole,memory card not supported,android v15,200 mp quad rear & 12 mp front camera,https://cdn1.smartprix.com/rx-i3jzefawx-w280-h280/samsung-galaxy-s25-u.webp
xiaomi redmi note 14 pro plus (8gb ram + 256gb),84,4.15,30550,launched,snapdragon 7s gen3,octa core,2.5 ghz processor GHz,8 gb ram,256 gb inbuilt,6200mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1220 x 2712 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 50 mp + 8 mp triple rear & 20 mp front camera,https://cdn1.smartprix.com/rx-idhav9joa-w280-h280/xiaomi-redmi-note-14.webp
iqoo z9s pro 5g,82,4.0,24999,launched,snapdragon 7 gen3,octa core,2.63 ghz processor GHz,8 gb ram,128 gb inbuilt,5500mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.77 inch,"1080 x 2392 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 8 mp dual rear & 16 mp front camera,https://cdn1.smartprix.com/rx-ipdmi0fy9-w280-h280/iqoo-z9s-pro-5g.webp
realme 13 pro plus 5g (12gb ram + 256gb),84,4.0,23923,launched,snapdragon 7s gen2,octa core,2.4 ghz processor GHz,12 gb ram,256 gb inbuilt,5200mAh 80W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.7 inch,"1080 x 2412 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-ikc3ntkoy-w280-h280/realme-13-pro-plus-5.webp
oppo k12x 5g (8gb ram + 256gb),76,4.0,15990,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,5100mAh 45W,Fast Charging,"dual sim, 3g, 4g, 5g, volte",wi-fi,6.67 inch,"720 x 1604 px, 120 Hz",with punch hole,"memory card (hybrid), upto 1 tb",android v14,32 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-iczrf3jmt-w280-h280/oppo-k12x-5g-8gb-ram.webp
samsung galaxy f05,69,4.0,6499,launched,helio g85,octa core,2 ghz processor GHz,4 gb ram,64 gb inbuilt,5000mAh 25W,Fast Charging,"dual sim, 3g, 4g, volte",wi-fi,6.74 inch,720 x 1600 px,no punch hole,"memory card supported, upto 1 tb",android v14,50 mp + 2 mp dual rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ih8dwoaol-w280-h280/samsung-galaxy-f05.webp
infinix note 40x 5g,83,4.2,13999,launched,dimensity 6300,octa core,2.4 ghz processor GHz,8 gb ram,256 gb inbuilt,5000mAh 18W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.78 inch,"1080 x 2406 px, 120 Hz",with punch hole,"memory card supported, upto 1 tb",android v14,108 mp + 2 mp triple rear & 8 mp front camera,https://cdn1.smartprix.com/rx-ihlttjay5-w280-h280/infinix-note-40x-5g.webp
realme gt 6 5g (16gb ram + 512gb),88,4.1,32999,launched,snapdragon 8s gen3,octa core,3 ghz processor GHz,16 gb ram,512 gb inbuilt,5500mAh 120W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","vo5g, wi-fi, nfc, ir blaster",6.78 inch,"1264 x 2780 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,https://cdn1.smartprix.com/rx-irqnij44b-w280-h280/realme-gt-6-5g-16gb.webp
poco f6 5g (12gb ram +256gb),83,4.6,25879,launched,snapdragon 8s gen3,octa core,3 ghz processor GHz,12 gb ram,256 gb inbuilt,5000mAh 90W,Fast Charging,"dual sim, 3g, 4g, 5g, volte","wi-fi, nfc, ir blaster",6.67 inch,"1220 x 2712 px, 120 Hz",with punch hole,memory card not supported,android v14,50 mp + 8 mp dual rear & 20 mp front camera,https://cdn1.smartprix.com/rx-iroyx5z76-w280-h280/poco-f6-5g-12gb-ram.webp
